lake,date,mean_chla,median,std,p10,p50,p90,min,max,coverage
Atitlan,2025-02-07,11.993535995483398,4.813329696655273,29.335296630859375,0.40756940841674805,4.813329696655273,21.41470718383789,-4.996635437011719,293.19500732421875,0.10144492681104776
Atitlan,2025-02-25,3.7229983806610107,3.9813385009765625,2.054187297821045,2.43678617477417,3.9813385009765625,4.563934803009033,-4.996630668640137,244.59800720214844,0.03898536220955227
Atitlan,2025-02-27,3.3484013080596924,3.621938705444336,1.1787216663360596,2.0453078746795654,3.6219385862350464,4.398536348342896,-4.999456405639648,62.75132751464844,0.22709365507812224
Atitlan,2025-03-02,4.640402317047119,4.071000099182129,11.5784273147583,-1.0894255638122559,4.071000099182129,6.239658355712891,-4.990738868713379,298.8199462890625,0.01776373746414552
Atitlan,2025-03-04,3.1860644817352295,3.598156452178955,1.45015287399292,1.4930052757263184,3.598156452178955,4.388078689575195,-4.998644828796387,70.52993774414062,0.12340037915894371
Atitlan,2025-03-07,3.717174530029297,4.185741424560547,5.025015830993652,-0.41986846923828125,4.185741424560547,5.535433006286623,-4.990738868713379,288.34881591796875,0.0018691901644196684
Atitlan,2025-03-09,3.3055717945098877,3.60648775100708,1.222824215888977,2.0056591033935547,3.60648775100708,4.30883264541626,-4.998644828796387,46.07735061645508,0.21009140690520323
Atitlan,2025-03-12,4.035655498504639,4.256260871887207,1.5634642839431763,3.3168834209442135,4.256260871887207,4.591192245483398,-4.94997501373291,105.72003936767578,0.004216557546883919
Atitlan,2025-03-14,2.904325008392334,3.374856472015381,1.653204083442688,0.8730573654174805,3.374856472015381,4.300291538238525,-4.998644828796387,130.4953155517578,0.20081240794119512
Atitlan,2025-03-22,13.641073226928711,4.27567195892334,36.632869720458984,-0.2538253784179662,4.275672197341919,28.701490020751972,-4.914759635925293,285.0549621582031,7.576131310212625e-05
Atitlan,2025-03-24,2.73736572265625,3.1821835041046143,1.590483546257019,0.7178459167480469,3.1821835041046143,4.144513130187988,-4.998644828796387,72.32421875,0.19714820322355578
Atitlan,2025-04-03,2.3456733226776123,2.9864981174468994,2.1911532878875732,-0.6752285957336426,2.9864981174468994,4.2395920753479,-4.990738868713379,96.504150390625,0.019046746492075016
Atitlan,2025-04-11,4.368183612823486,4.304493427276611,2.6402366161346436,3.6334044456481935,4.304493427276611,4.705491447448731,-4.995777130126953,122.03489685058594,0.006042052814444687
Atitlan,2025-04-13,2.896022319793701,3.310230255126953,1.512831211090088,1.074580192565918,3.310230255126953,4.214254379272461,-4.990738868713379,117.17388916015625,0.16254501631511067
Atitlan,2025-04-15,3.1539390087127686,3.667954921722412,1.9530322551727295,0.9299893379211426,3.667954921722412,4.593636512756348,-4.990738868713379,248.646240234375,0.20252108983529843
Atitlan,2025-04-16,1.1201353073120117,1.1864938735961914,2.2140419483184814,-1.255303716659546,1.1864938735961914,3.4424874782562256,-1.5717072486877441,3.679260730743408,7.047564009500116e-07
Atitlan,2025-04-18,2.8422324657440186,3.466635227203369,2.440586566925049,-0.10198307037353516,3.466635227203369,4.601612567901611,-4.990738868713379,277.5482177734375,0.17391414657523627
Atitlan,2025-04-28,3.1644656658172607,3.727898120880127,1.8569573163986206,0.7841200828552246,3.727898120880127,4.654987812042236,-4.998644828796387,86.77788543701172,0.13805314568019564
Atitlan,2025-05-03,3.3962042331695557,3.7676944732666016,1.1835638284683228,1.9156618118286133,3.7676944732666016,4.375405311584473,-4.983181953430176,23.596172332763672,0.01262694424672112
Atitlan,2025-05-13,3.272451400756836,3.772423267364502,1.6548609733581543,1.3741521835327148,3.772423267364502,4.5621867179870605,-4.990738868713379,196.9979248046875,0.11901996574883891
Atitlan,2025-07-10,4.204174518585205,4.625826835632324,3.2909159660339355,0.7841193199157714,4.625826835632324,6.211122703552247,-4.993073463439941,65.01972961425781,0.0006700471482032236
Atitlan,2025-07-17,4.884509086608887,4.596004962921143,6.639001846313477,1.107250452041626,4.596004962921143,6.661263465881348,-4.9961700439453125,257.4590759277344,0.011105198987969809
Atitlan,2025-07-20,0.6010685563087463,1.4417301416397095,2.9997334480285645,-4.1581034660339355,1.4417301416397095,3.8714999914169312,-4.861863136291504,4.474424839019775,2.4666474033250408e-06
Amatitlan,2025-02-02,1.5386176109313965,0.8029541969299316,1.9100621938705444,-0.779017448425293,0.8029541969299316,4.100951671600342,-0.8129167556762695,4.327496528625488,1.4062755686467026e-05
Amatitlan,2025-02-07,2.380077600479126,2.5956246852874756,1.8980427980422974,0.6572484970092775,2.5956246852874756,4.195226383209229,-1.861663818359375,4.273838520050049,1.1505891016200294e-05
Amatitlan,2025-02-12,4.107691764831543,4.448115825653076,1.2585102319717407,3.4699730396270754,4.448115825653076,4.681795120239258,-4.961615562438965,20.323196411132812,0.017633417198494518
Amatitlan,2025-02-22,4.4714531898498535,4.489259243011475,0.1335120052099228,4.346211719512939,4.489259243011475,4.593476295471191,1.5412225723266602,4.846273422241211,0.009006555801014563
Amatitlan,2025-02-27,21.189607620239258,20.89044952392578,13.001590728759766,4.63023157119751,20.89044952392578,38.80571365356445,-4.975960731506348,84.95030975341797,0.03930156684666994
Amatitlan,2025-03-04,56.863460540771484,48.75946044921875,31.44754981994629,22.521194458007812,48.75946044921875,103.5079345703125,-4.931323051452637,199.0012969970703,0.0417293098510882
Amatitlan,2025-03-09,29.537031173706055,20.734458923339844,29.132484436035156,4.697486925125122,20.734458923339844,69.58014678955078,-4.996635437011719,154.65725708007812,0.020183889707085585
Amatitlan,2025-03-14,15.029738426208496,7.48629093170166,16.256698608398438,4.139095783233643,7.486290693283081,38.653114318847656,-4.970611572265625,109.29544830322266,0.018890116183930616
Amatitlan,2025-03-19,4.0311970710754395,4.510563850402832,1.545890212059021,3.690890383720398,4.510563611984253,4.69629545211792,-3.9061803817749023,4.8096795082092285,0.00029148257241040746
Amatitlan,2025-03-24,50.07960891723633,45.88380813598633,28.760944366455078,13.581355667114257,45.88380813598633,90.70593032836915,-4.350106239318848,174.16563415527344,0.04776478890525282
Amatitlan,2025-03-26,-3.9457759857177734,-3.9457759857177734,0.0,-3.9457759857177734,-3.9457759857177734,-3.9457759857177734,-3.9457759857177734,-3.9457759857177734,1.278432335133366e-06
Amatitlan,2025-04-03,42.492637634277344,33.76598358154297,32.64663314819336,6.956748533248902,33.765981674194336,89.57259902954104,-4.508976936340332,186.44949340820312,0.025801321387661592
Amatitlan,2025-04-13,-1.3178386688232422,-1.3178386688232422,0.0,-1.3178386688232422,-1.3178386688232422,-1.3178386688232422,-1.3178386688232422,-1.3178386688232422,1.278432335133366e-06
Amatitlan,2025-04-15,12.19318962097168,11.335837364196777,5.735921382904053,6.436395931243896,11.335837364196777,18.08104019165039,-3.258051872253418,79.67178344726562,0.008050288414334805
Amatitlan,2025-04-18,8.03487777709961,7.099466800689697,3.5870370864868164,4.949543285369873,7.099466800689697,13.056124305725097,-4.235991477966309,35.4255256652832,0.0008654986908852888
Amatitlan,2025-04-28,25.593151092529297,21.846603393554688,15.421911239624023,10.919925880432128,21.846603393554688,45.85867462158203,-4.979037284851074,124.89070129394531,0.018612696367206676
Amatitlan,2025-05-03,15.28905200958252,7.426361083984375,18.37328338623047,4.912612438201904,7.426361083984375,40.08560562133789,-2.980288505554199,138.21263122558594,0.043493546473572245
Amatitlan,2025-05-13,12.42556095123291,8.181585311889648,9.637242317199707,5.0142903327941895,8.181585311889648,27.549816131591797,-4.7442121505737305,67.62715148925781,0.030562203403698248
Amatitlan,2025-06-14,-0.41888517141342163,-1.3951826095581055,2.332369565963745,-3.2547945022583007,-1.3951826095581055,2.6388385295867924,-3.410440444946289,3.325562000274658,2.1733349697267224e-05
Amatitlan,2025-07-17,0.14540396630764008,1.4454808235168457,2.8084793090820312,-4.223001289367676,1.4454808235168457,2.430230522155762,-4.774106025695801,4.299220085144043,1.1505891016200294e-05
Amatitlan,2025-07-22,0.39325833320617676,0.6906642913818359,1.0691808462142944,-0.7343287467956543,0.6906642913818359,1.210733985900879,-1.6567401885986328,1.4875116348266602,6.3921616756668305e-06
Amatitlan,2025-07-24,-0.0427260622382164,0.3017764091491699,2.548765182495117,-2.7118176460266112,0.3017764091491699,2.633658838272094,-4.515934944152832,4.581667423248291,1.2784323351333661e-05
Amatitlan,2025-07-27,4.196233749389648,4.52330207824707,1.341535210609436,4.131735324859619,4.52330207824707,4.706419277191162,-4.291440010070801,4.9013566970825195,0.00048452585501554575
